playerID,yearID,stint,teamID,lgID,G_bat,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old,run_production,run_prevention,pos_factor,POS,G_field,run_production_scaled,run_prevention_scaled,total_run_value
duranjh01,2022,1,MIN,AL,57,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.3,1.0,P,57,-1.2431395030686965,-0.9774419009058605,-1.136860462203562
duranjh01,2023,1,MIN,AL,59,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,1.0,P,59,-1.2431395030686965,-0.9611215580940667,-1.1303323250788446
durazer01,2000,1,ARI,NL,67,,196,35,52,11,0,8,33.0,1.0,0.0,34,43.0,2.0,1.0,0.0,2.0,3.0,,107.3,219.6,0.9,1B,60,-0.17964654012507572,0.33604346687295483,0.026629462674136503
durazer01,2001,1,ARI,NL,92,,175,34,47,11,0,12,38.0,0.0,0.0,28,49.0,1.0,2.0,0.0,2.0,1.0,,106.6,134.16000000000003,0.95,1B,40,-0.1865845184481003,-0.18040471454914342,-0.18411259688851755
durazer01,2002,1,ARI,NL,76,,222,46,58,12,2,16,48.0,0.0,1.0,49,60.0,2.0,2.0,0.0,3.0,1.0,,140.7,209.49000000000004,0.95,1B,58,0.15139413985923858,0.27493284989990485,0.2008096238755051
durazer01,2003,1,OAK,AL,154,,537,92,139,29,0,21,77.0,1.0,1.0,100,105.0,12.0,2.0,0.0,6.0,11.0,,275.40000000000003,150.66,0.9,1B,33,1.4864593971612496,-0.08066928625484789,0.8596079237948107
durazer01,2004,1,OAK,AL,142,,511,80,164,35,1,22,88.0,3.0,2.0,56,104.0,9.0,9.0,0.0,2.0,7.0,,278.0,6.3,0.9,1B,4,1.5122290309324833,-0.9532636152587585,0.5260319724559865
durbich01,2008,1,PHI,NL,71,,9,0,1,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,,0.5,10.200000000000001,1.0,P,71,-1.238183804266536,-0.9296897867528342,-1.1147861972610553
durbich01,2009,1,PHI,NL,59,,7,0,1,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,,0.5,4.6,1.0,P,59,-1.238183804266536,-0.9635393866587769,-1.1283260372234325
durbich01,2010,1,PHI,NL,64,,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.8,1.0,P,64,-1.2431395030686965,-0.9381521867293198,-1.1211445765329457
durbich01,2011,1,CLE,AL,56,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.300000000000001,1.0,P,56,-1.2431395030686965,-0.9653527580823095,-1.1320248050741417
durbich01,2012,1,ATL,NL,76,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.7,1.0,P,76,-1.2431395030686965,-0.9750240723411504,-1.135893330777678
durhara01,2000,1,CHA,AL,151,,614,121,172,35,9,17,75.0,25.0,13.0,75,105.0,0.0,7.0,5.0,8.0,13.0,,319.6,443.19000000000005,1.1,2B,151,1.9245431712722283,1.6875491888318386,1.8297455782960723
durhara01,2001,1,CHA,AL,152,,611,104,163,42,10,20,65.0,23.0,10.0,64,110.0,3.0,4.0,6.0,6.0,10.0,,287.4,416.68,1.1,2B,150,1.6053961684130984,1.5273076007056698,1.574160741330127
durhara01,2002,1,CHA,AL,96,,345,71,103,20,2,9,48.0,20.0,5.0,49,59.0,0.0,5.0,8.0,4.0,13.0,,195.79999999999998,291.61000000000007,1.1,2B,103,0.6975121478573141,0.7713130542349088,0.7270325104083519
durhara01,2002,2,OAK,AL,54,,219,43,60,14,4,6,22.0,6.0,2.0,24,34.0,1.0,2.0,2.0,1.0,2.0,,108.99999999999999,291.61000000000007,1.1,2B,103,-0.1627971641977305,0.7713130542349088,0.21084692317532527
durhara01,2003,1,SFN,NL,110,,410,61,117,30,5,8,33.0,7.0,7.0,50,82.0,2.0,3.0,4.0,2.0,4.0,,177.0,290.2900000000001,1.1,2B,105,0.5111778728960834,0.7633342199713652,0.6120404117261962
durhara01,2004,1,SFN,NL,120,,471,95,133,28,8,17,65.0,10.0,4.0,57,60.0,3.0,6.0,4.0,4.0,6.0,,256.7,319.22,1.1,2B,118,1.3011162619604504,0.93820367091403,1.1559512255418822
durhara01,2005,1,SFN,NL,142,,497,67,144,33,0,12,62.0,6.0,3.0,48,59.0,2.0,7.0,1.0,7.0,19.0,,226.2,347.05,1.05,2B,134,0.9988186350286661,1.106424093303742,1.0418608183386964
durhara01,2006,1,SFN,NL,137,,498,79,146,30,7,26,93.0,7.0,2.0,51,61.0,6.0,2.0,2.0,2.0,17.0,,271.70000000000005,359.70000000000005,1.1,2B,133,1.4497872260252627,1.1828879216627022,1.3430275042802384
durhara01,2007,1,SFN,NL,138,,464,56,101,21,2,11,71.0,10.0,2.0,53,75.0,6.0,2.0,0.0,9.0,18.0,,202.00000000000003,328.68000000000006,1.1,2B,124,0.7589628130041034,0.9953853164694265,0.8535318143902326
durhara01,2008,1,SFN,NL,87,,263,43,77,23,0,3,32.0,6.0,2.0,38,49.0,0.0,2.0,0.0,1.0,6.0,,132.70000000000002,230.34000000000003,1.1,2B,95,0.07210295902467254,0.40096216383542393,0.2036466409489731
durritr01,2004,1,MIL,NL,53,,82,13,19,2,3,2,4.0,4.0,0.0,4,23.0,0.0,0.0,1.0,0.0,1.0,,30.8,15.290000000000004,1.0666666666666667,2B,18,-0.9378684568556162,-0.898922918266897,-0.9222902414201285
duvalad01,2016,1,CIN,NL,150,,552,85,133,31,6,33,103.0,6.0,5.0,41,164.0,1.0,6.0,0.0,8.0,7.0,,276.40000000000003,151.85999999999999,1.0,1B,150,1.4963707947655702,-0.07341580056071735,0.8684561566350552
duvalad01,2017,1,CIN,NL,157,,587,78,146,37,3,31,99.0,5.0,3.0,39,170.0,1.0,10.0,0.0,11.0,11.0,,273.9,138.35000000000002,0.95,1B,154,1.4715923007547678,-0.15507796033380408,0.820924196319339
duvalad01,2018,1,CIN,NL,105,,331,40,68,19,0,15,61.0,2.0,2.0,34,100.0,3.0,4.0,0.0,1.0,8.0,,149.99999999999997,122.69,1.0,OF,114,0.24357013757942175,-0.24973594864220852,0.04624770309076963
duvalad01,2020,1,ATL,NL,57,,190,34,45,8,0,16,33.0,0.0,0.0,15,54.0,0.0,3.0,0.0,1.0,2.0,,95.70000000000002,37.9,1.0,OF,56,-0.2946187523351967,-0.7622551586466528,-0.48167331485977916
duvalad01,2021,1,MIA,NL,91,,314,41,72,10,1,22,68.0,5.0,0.0,21,105.0,0.0,1.0,0.0,3.0,4.0,,154.40000000000003,131.6,1.0,OF,138,0.28718028703843385,-0.19587881736328885,0.09395664527774475
duvalad01,2021,2,ATL,NL,55,,199,26,45,7,1,16,45.0,0.0,0.0,14,69.0,1.0,3.0,0.0,0.0,3.0,,99.60000000000001,131.6,1.0,OF,138,-0.25596430167834566,-0.19587881736328885,-0.23193010795232294
duvalad01,2022,1,ATL,NL,86,,287,39,61,16,1,12,36.0,0.0,2.0,21,101.0,0.0,5.0,0.0,2.0,2.0,,116.19999999999999,87.8,1.0,OF,86,-0.09143510144662077,-0.4606310451990556,-0.23911347894759472
duvalad01,2023,1,BOS,AL,92,92.0,320,45,79,24,2,21,58.0,4.0,0.0,22,110.0,1.0,6.0,0.0,5.0,0.0,,158.2,80.0,1.0,OF,94,0.3248435979348524,-0.5077787022109045,-0.008205322123450376
dyeje01,2000,1,KCA,AL,157,,601,107,193,41,2,33,118.0,0.0,1.0,69,99.0,6.0,3.0,0.0,6.0,12.0,,352.49999999999994,138.3,1.0,OF,146,2.2506281524543814,-0.15538018890439292,1.2882248159108718
dyeje01,2001,1,KCA,AL,97,,367,50,100,14,0,13,47.0,7.0,1.0,30,68.0,3.0,6.0,1.0,6.0,2.0,,162.2,136.6,1.0,OF,154,0.36448918835213556,-0.16565596030441138,0.1524311288895168
dyeje01,2001,2,OAK,AL,61,,232,41,69,17,1,13,59.0,2.0,0.0,27,44.0,3.0,1.0,0.0,5.0,6.0,,147.79999999999998,136.6,1.0,OF,154,0.22176506284991612,-0.16565596030441138,0.06679665358818512
dyeje01,2002,1,OAK,AL,131,,488,74,123,27,1,24,86.0,2.0,0.0,52,108.0,2.0,10.0,0.0,5.0,15.0,,246.89999999999998,82.1,1.0,OF,111,1.2039845654381063,-0.49508510224617597,0.5243566983643934
dyeje01,2003,1,OAK,AL,65,,221,28,38,6,0,4,20.0,1.0,0.0,25,42.0,2.0,3.0,0.0,4.0,11.0,,77.1,53.4,1.0,OF,61,-0.4789707477755636,-0.6685643017641326,-0.5548081693709912
dyeje01,2004,1,OAK,AL,137,,532,87,141,29,4,23,80.0,4.0,2.0,49,128.0,4.0,4.0,0.0,5.0,16.0,,261.79999999999995,129.79999999999998,1.0,OF,134,1.351664389742486,-0.20675904590448482,0.7282950154836977
dyeje01,2005,1,CHA,AL,145,,529,74,145,29,2,31,86.0,11.0,4.0,39,99.0,3.0,9.0,0.0,2.0,15.0,,254.39999999999995,130.20999999999998,1.0166666666666666,1B,142,1.2783200474705119,-0.2042807716256569,0.6852797198320443
dyeje01,2006,1,CHA,AL,146,,539,103,170,27,3,44,120.0,7.0,3.0,59,118.0,4.0,6.0,0.0,7.0,15.0,,333.0,150.1,1.0,OF,146,2.0573558991701266,-0.08405424624544218,1.200791841003899
dyeje01,2007,1,CHA,AL,138,,508,68,129,34,0,28,78.0,2.0,1.0,45,107.0,2.0,4.0,0.0,4.0,17.0,,232.59999999999997,145.0,1.0,OF,135,1.062251579696319,-0.11488156044549717,0.5913983236395924
dyeje01,2008,1,CHA,AL,154,,590,96,172,41,2,34,96.0,3.0,2.0,44,104.0,3.0,6.0,0.0,5.0,18.0,,302.59999999999997,134.0,1.0,OF,151,1.7560494119987744,-0.18137184597502765,0.9810809088092535
dyeje01,2009,1,CHA,AL,141,,503,78,126,19,1,27,81.0,0.0,2.0,64,108.0,2.0,5.0,0.0,2.0,15.0,,245.0,120.0,1.0,OF,133,1.185152909989897,-0.2659958457398846,0.6046934076979844
dysonja01,2012,1,KCA,AL,102,,292,52,76,8,5,0,9.0,30.0,5.0,30,56.0,1.0,1.0,4.0,3.0,5.0,,119.2,115.9,1.0,OF,88,-0.061700908633658264,-0.2907785885281641,-0.15333198059146058
dysonja01,2013,1,KCA,AL,87,,213,30,55,9,4,2,17.0,34.0,6.0,21,45.0,1.0,1.0,3.0,1.0,4.0,,92.2,85.8,1.0,OF,73,-0.3293086439503196,-0.4727201880226066,-0.38667326157923443
dysonja01,2014,1,KCA,AL,120,,260,33,70,4,4,1,24.0,36.0,7.0,22,52.0,0.0,0.0,6.0,2.0,5.0,,108.3,111.6,1.0,OF,108,-0.16973514252075492,-0.3167702455987988,-0.22854918375197247
dysonja01,2015,1,KCA,AL,90,,200,31,50,8,6,2,18.0,26.0,3.0,14,37.0,0.0,4.0,6.0,1.0,3.0,,90.60000000000001,76.9,1.0,OF,79,-0.3451668801172328,-0.5265168735874085,-0.4177068775053031
dysonja01,2016,1,KCA,AL,107,,299,46,83,14,8,1,25.0,30.0,7.0,26,39.0,2.0,3.0,8.0,1.0,4.0,,134.10000000000002,100.4,1.0,OF,95,0.0859789156707217,-0.3844694454106843,-0.1022004287618407
dysonja01,2017,1,SEA,AL,111,,346,56,87,13,3,5,30.0,28.0,7.0,28,55.0,2.0,10.0,4.0,2.0,3.0,,150.00000000000003,124.2,1.0,OF,108,0.2435701375794223,-0.24060864581042749,0.049898624223482374
dysonja01,2018,1,ARI,NL,67,,206,29,39,4,2,2,12.0,16.0,3.0,27,34.0,2.0,0.0,3.0,1.0,3.0,,73.6,66.19999999999999,1.0,OF,62,-0.5136606393906864,-0.5911937876934064,-0.5446738987117744
dysonja01,2019,1,ARI,NL,130,,400,65,92,11,2,7,27.0,30.0,4.0,47,86.0,0.0,2.0,1.0,2.0,1.0,,162.9,106.8,1.0,OF,118,0.3714271666751603,-0.34578418837532116,0.0845426246549677
dysonja01,2021,1,KCA,AL,77,,122,13,27,7,2,0,10.0,8.0,3.0,6,28.0,0.0,0.0,3.0,1.0,1.0,,42.0,55.6,1.0,OF,89,-0.8268608036872233,-0.6552662446582266,-0.7582229800756246
dysonsa01,2016,1,TEX,AL,73,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.1000000000000005,1.0,P,73,-1.2431395030686965,-0.9484279581293382,-1.1252548850929531
dysonsa01,2018,1,SFN,NL,74,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.300000000000001,1.0,P,74,-1.2431395030686965,-0.947219043846983,-1.124771319380011
easleda01,2000,1,DET,AL,126,,464,76,120,27,2,14,58.0,13.0,4.0,55,79.0,1.0,11.0,4.0,1.0,11.0,,223.0,369.38,1.1,2B,125,0.9671021626948397,1.2413993729286887,1.0768210467883792
easleda01,2001,1,DET,AL,154,,585,77,146,27,7,11,65.0,10.0,5.0,52,90.0,3.0,13.0,4.0,4.0,10.0,,245.0,455.72999999999996,1.1,2B,153,1.185152909989897,1.7633481143355028,1.4164309917281392
easleda01,2002,1,DET,AL,85,,304,29,68,14,1,8,30.0,1.0,3.0,27,43.0,3.0,11.0,1.0,3.0,4.0,,106.8,248.49,1.1,2B,84,-0.18460223892723612,0.5106711349591491,0.09350711062731797
easleda01,2004,1,FLO,NL,98,,223,26,53,20,1,9,43.0,4.0,1.0,24,36.0,1.0,8.0,0.0,2.0,6.0,,111.30000000000001,138.94,1.05,1B,69,-0.14000094970779242,-0.15151166320085668,-0.14460523510501813
easleda01,2005,1,FLO,NL,102,,267,37,64,19,1,9,30.0,4.0,1.0,26,47.0,3.0,4.0,3.0,4.0,6.0,,113.9,185.79500000000002,1.1166666666666667,2B,86,-0.11423131593655843,0.13170673029788432,-0.015856097442781325
easleda01,2006,1,ARI,NL,90,,189,24,44,6,1,9,28.0,1.0,1.0,21,30.0,0.0,5.0,3.0,2.0,4.0,,82.89999999999999,82.825,1.05,1B,60,-0.42148464167050304,-0.49070278797263867,-0.44917190019135733
easleda01,2007,1,NYN,NL,76,,193,24,54,6,0,10,26.0,0.0,1.0,19,35.0,1.0,5.0,0.0,1.0,2.0,,84.4,127.05000000000001,1.025,1B,52,-0.4066175452640217,-0.22338161728686728,-0.3333231740731599
easleda01,2008,1,NYN,NL,113,,316,33,85,10,2,6,44.0,0.0,0.0,19,38.0,0.0,7.0,2.0,3.0,15.0,,130.7,194.10500000000002,1.05,1B,84,0.05228016381603068,0.1819371187297387,0.1041429457815139
eatonad02,2013,1,ARI,NL,66,,250,40,63,10,4,3,22.0,5.0,2.0,17,44.0,0.0,6.0,3.0,1.0,4.0,,105.39999999999999,50.699999999999996,1.0,OF,60,-0.19847819557328528,-0.6848846445759266,-0.39304077517434177
eatonad02,2014,1,CHA,AL,123,,486,76,146,26,10,1,35.0,15.0,9.0,43,83.0,0.0,5.0,2.0,2.0,4.0,,210.20000000000002,156.4,1.0,OF,121,0.8402362733595338,-0.045973446351256476,0.4857523854752176
eatonad02,2015,1,CHA,AL,153,,610,98,175,28,9,14,56.0,18.0,8.0,58,131.0,2.0,14.0,5.0,2.0,5.0,,275.19999999999993,171.29999999999998,1.0,OF,145,1.4844771176403844,0.04409066768419829,0.9083225376579098
eatonad02,2016,1,CHA,AL,157,,619,91,176,29,9,14,59.0,14.0,5.0,63,115.0,2.0,14.0,7.0,3.0,6.0,,274.09999999999997,213.89999999999998,1.0,OF,156,1.473574580275632,0.30158940982583443,1.004780512095713
eatonad02,2018,1,WAS,NL,95,,319,55,96,18,1,5,33.0,9.0,1.0,38,64.0,0.0,11.0,2.0,0.0,2.0,,158.20000000000002,71.3,1.0,OF,76,0.3248435979348527,-0.5603664734933513,-0.02924043063642895
eatonad02,2019,1,WAS,NL,151,,566,103,158,25,7,15,49.0,15.0,3.0,65,106.0,0.0,13.0,9.0,3.0,8.0,,266.59999999999997,134.5,1.0,OF,145,1.399239098243226,-0.1783495602691399,0.7682036348382796
eatonad02,2021,1,CHA,AL,58,,189,33,38,8,2,5,28.0,2.0,0.0,20,55.0,0.0,6.0,4.0,0.0,5.0,,91.3,63.25,0.975,OF,82,-0.33822890179420834,-0.609025273358144,-0.4465474504197826
echevan01,2001,1,MIL,NL,75,,133,12,34,11,0,5,13.0,0.0,1.0,8,29.0,0.0,3.0,0.0,1.0,2.0,,47.49999999999999,36.97,0.95,1B,33,-0.772348116863459,-0.7678766100596041,-0.770559514141917
echevan01,2002,1,CHN,NL,50,,98,14,30,7,0,3,21.0,0.0,0.0,8,17.0,0.0,1.0,0.0,4.0,4.0,,54.49999999999999,53.33,0.95,1B,32,-0.7029683336332135,-0.668987421762957,-0.6893759688851109
eckstda01,2001,1,ANA,AL,153,,582,82,166,26,2,4,41.0,29.0,4.0,43,60.0,0.0,21.0,16.0,2.0,11.0,,239.9,329.67,1.125,2B,140,1.134604782207861,1.001369442167084,1.0813106461915503
eckstda01,2002,1,ANA,AL,152,,608,107,178,22,6,8,63.0,21.0,13.0,45,44.0,0.0,27.0,14.0,8.0,7.0,,287.90000000000003,368.115,1.15,SS,147,1.6103518672152595,1.2337529900927928,1.4597123163662729
eckstda01,2003,1,ANA,AL,120,,452,59,114,22,1,3,31.0,16.0,5.0,36,45.0,0.0,15.0,10.0,4.0,9.0,,170.9,298.195,1.15,SS,116,0.4507183475097266,0.81111655698145,0.594877631298416
eckstda01,2004,1,ANA,AL,142,,566,92,156,24,1,2,35.0,16.0,5.0,42,49.0,1.0,13.0,14.0,2.0,11.0,,230.8,318.09,1.15,SS,138,1.044411064008542,0.9313733052187234,0.9991959604926145
eckstda01,2005,1,SLN,NL,158,,630,90,185,26,7,8,61.0,11.0,8.0,58,44.0,0.0,13.0,8.0,4.0,13.0,,273.79999999999995,473.45500000000004,1.15,SS,156,1.4706011609943355,1.870488142609224,1.630555953640291
eckstda01,2006,1,SLN,NL,123,,500,68,146,18,1,2,23.0,7.0,6.0,31,41.0,0.0,15.0,3.0,3.0,7.0,,182.00000000000003,342.46999999999997,1.15,SS,120,0.5607348609176875,1.07873995623781,0.7679368990457365
eckstda01,2007,1,SLN,NL,117,,434,58,134,23,0,3,31.0,10.0,1.0,24,22.0,0.0,12.0,7.0,7.0,9.0,,175.79999999999998,268.17999999999995,1.15,SS,114,0.4992841957708982,0.6296887460570082,0.5514460158853423
eckstda01,2008,1,TOR,AL,76,,260,27,72,18,0,1,23.0,2.0,1.0,24,27.0,1.0,8.0,9.0,2.0,6.0,,100.90000000000002,197.79500000000002,1.1166666666666667,2B,81,-0.24307948479272853,0.20424158723919028,-0.064151055979961
eckstda01,2009,1,SDN,NL,136,,503,64,131,27,2,2,51.0,3.0,1.0,39,46.0,1.0,9.0,13.0,4.0,8.0,,204.1,336.16,1.1,2B,131,0.7797767479731768,1.040598710629507,0.8841055330357088
eckstda01,2010,1,SDN,NL,116,,442,49,118,23,0,1,29.0,8.0,1.0,27,35.0,0.0,9.0,12.0,2.0,6.0,,156.4,292.49000000000007,1.1,2B,113,0.3070030822470751,0.7766322770772712,0.4948547601791536
edmanto01,2019,1,SLN,NL,92,,326,59,99,17,7,11,36.0,15.0,1.0,16,61.0,0.0,7.0,0.0,0.0,3.0,,162.8,129.29000000000002,1.0666666666666667,2B,97,0.37043602691472827,-0.2098417773244901,0.13832490521904092
edmanto01,2020,1,SLN,NL,55,,204,29,51,7,1,5,26.0,2.0,4.0,16,48.0,0.0,5.0,0.0,2.0,5.0,,87.09999999999998,69.14,1.0875,2B,73,-0.3798567717323558,-0.5734227477427863,-0.45728316213652803
edmanto01,2021,1,SLN,NL,159,,641,91,168,41,3,11,56.0,30.0,5.0,38,95.0,1.0,6.0,2.0,4.0,4.0,,262.90000000000003,335.565,1.0833333333333333,2B,175,1.3625669271072396,1.0370021906395004,1.2323410325201438
edmanto01,2022,1,SLN,NL,153,,577,95,153,31,4,13,57.0,32.0,3.0,46,111.0,2.0,5.0,1.0,1.0,10.0,,261.6,406.145,1.0875,2B,180,1.3496821102216225,1.4636280408826148,1.3952604824860195
edmanto01,2023,1,SLN,NL,137,137.0,479,69,119,25,4,13,47.0,27.0,4.0,35,84.0,1.0,7.0,3.0,4.0,9.0,,201.99999999999997,324.34000000000003,1.0833333333333333,2B,149,0.7589628130041028,0.9691518765423206,0.84303843841939
edmonji01,2000,1,SLN,NL,152,,525,129,155,25,0,42,108.0,10.0,3.0,103,167.0,3.0,6.0,1.0,8.0,5.0,,351.7,201.35999999999999,0.95,1B,152,2.242699034370925,0.22579048432216975,1.435935614351423
edmonji01,2001,1,SLN,NL,150,,500,95,152,38,1,30,110.0,5.0,5.0,93,136.0,12.0,4.0,1.0,10.0,8.0,,317.49999999999994,163.56000000000003,0.95,1B,149,1.903729236303154,-0.002694315042943766,1.141159815764715
edmonji01,2002,1,SLN,NL,144,,476,96,148,31,2,28,83.0,4.0,3.0,86,134.0,14.0,8.0,0.0,6.0,9.0,,288.09999999999997,176.1,1.0,OF,139,1.612334146736123,0.07310461046072074,0.9966423322259621
edmonji01,2003,1,SLN,NL,137,,447,89,123,32,2,39,89.0,1.0,3.0,77,127.0,6.0,4.0,1.0,2.0,11.0,,269.0,171.3,1.0,OF,129,1.423026452493596,0.04409066768419846,0.8714521385698369
edmonji01,2004,1,SLN,NL,153,,498,102,150,38,3,42,111.0,8.0,3.0,101,150.0,12.0,5.0,0.0,8.0,4.0,,329.09999999999997,163.41,0.95,1B,147,2.0187014485132755,-0.0036010007547102965,1.2097804688060811
edmonji01,2005,1,SLN,NL,142,,467,88,123,37,1,29,89.0,5.0,5.0,91,139.0,10.0,4.0,1.0,4.0,6.0,,274.2,160.20000000000002,1.0,OF,139,1.4745657200360642,-0.02300407498650952,0.8755378020270347
edmonji01,2006,1,SLN,NL,110,,350,52,90,18,0,19,70.0,4.0,0.0,53,101.0,7.0,0.0,0.0,5.0,11.0,,187.6,133.76999999999998,0.95,1B,105,0.6162386875018837,-0.18276209739973612,0.2966383735412358
edmonji01,2007,1,SLN,NL,117,,365,39,92,15,2,12,53.0,0.0,2.0,41,75.0,2.0,0.0,2.0,3.0,9.0,,153.40000000000003,123.4,0.95,1B,104,0.27726888943411304,-0.24544430293984787,0.06818361248452867
edmonji01,2008,2,CHN,NL,85,,250,47,64,17,2,19,49.0,0.0,1.0,45,58.0,2.0,1.0,0.0,2.0,7.0,,145.4,116.19999999999999,1.0,OF,103,0.19797770859954644,-0.2889652171046315,0.003200538317875243
edmonji01,2010,1,MIL,NL,73,,217,38,62,21,0,8,20.0,2.0,0.0,21,53.0,0.0,1.0,0.0,1.0,2.0,,101.69999999999999,97.81000000000002,0.95,1B,68,-0.23515036670927222,-0.40012488536718277,-0.30114017417243644
edwarca01,2017,1,CHN,NL,74,,1,1,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,6.6,1.0,P,73,-1.2332281054643757,-0.9514502438352259,-1.120516960812716
edwarca01,2018,1,CHN,NL,58,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.2,1.0,P,58,-1.2431395030686965,-0.9720017866352627,-1.134684416495323
edwarca01,2022,1,WAS,NL,57,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.9,1.0,P,57,-1.2431395030686965,-0.9617260152352443,-1.1305741079353155
edwarmi02,2005,1,LAN,NL,88,,239,23,59,9,2,3,15.0,1.0,1.0,16,34.0,0.0,2.0,1.0,0.0,6.0,,76.0,60.860000000000014,1.0833333333333333,3B,74,-0.4898732851403164,-0.6234717990322874,-0.5433126906971049
eischjo01,2002,1,MON,NL,59,,8,1,1,1,0,0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,,2.1,3.7,1.0,P,59,-1.2223255680996228,-0.9689795009293749,-1.1209871412315238
eischjo01,2003,1,MON,NL,71,,4,1,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,1.5,4.5,1.0,P,70,-1.2282724066622153,-0.9641438437999544,-1.122620981517311
eischjo01,2005,1,WAS,NL,58,,3,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0,,0.5,2.4000000000000004,1.0,P,57,-1.238183804266536,-0.976837443764683,-1.133645260065795
eldrebr01,2005,1,PIT,NL,55,,190,23,42,9,0,12,27.0,1.0,1.0,13,77.0,0.0,3.0,0.0,2.0,5.0,,77.00000000000001,227.97000000000003,0.9,1B,50,-0.4799618875359955,0.38663652958951594,-0.1333225206857909
eldreca01,2003,1,SLN,NL,63,,2,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,0.5,5.5,1.0,P,62,-1.238183804266536,-0.9580992723881789,-1.1261499915151933
eldreca01,2004,1,SLN,NL,52,,5,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,1.0,,0.0,6.1000000000000005,1.0,P,52,-1.2431395030686965,-0.9544725295411137,-1.1276727136576634
ellisaj01,2012,1,LAN,NL,133,,423,44,114,20,1,13,52.0,0.0,0.0,65,107.0,11.0,7.0,6.0,4.0,17.0,,179.79999999999998,650.28,1.2,C,131,0.5389297861881814,2.9393194824964257,1.4990856647114792
ellisaj01,2013,1,LAN,NL,115,,390,43,93,17,1,10,52.0,0.0,2.0,45,78.0,1.0,3.0,4.0,6.0,11.0,,159.3,552.1199999999999,1.2,C,113,0.3357461352996055,2.3459843527165423,1.1398414222663802
ellisaj01,2014,1,LAN,NL,93,,283,21,54,9,0,3,25.0,0.0,0.0,53,57.0,5.0,4.0,3.0,4.0,15.0,,92.50000000000001,473.87999999999994,1.2,C,92,-0.32633522466902326,1.8730570854592279,0.5534216993822773
ellisaj01,2015,1,LAN,NL,63,,181,24,43,9,0,7,21.0,0.0,0.0,32,38.0,1.0,1.0,3.0,0.0,4.0,,78.39999999999999,335.4,1.2,C,62,-0.4660859308899466,1.0360048363565573,0.13475037600865497
ellisaj01,2016,1,LAN,NL,53,,139,8,27,5,0,1,13.0,1.0,1.0,16,24.0,2.0,2.0,3.0,1.0,5.0,,40.99999999999999,285.71999999999997,1.2,C,57,-0.8367722012915442,0.7357105286195506,-0.2077791093271062
ellisaj01,2017,1,MIA,NL,51,,143,17,30,5,0,6,14.0,0.0,0.0,12,29.0,0.0,6.0,2.0,0.0,6.0,,52.3,174.6,1.2,C,39,-0.7247734083627192,0.0640377533430575,-0.4092489436804085
ellisaj01,2018,1,SDN,NL,66,,151,19,41,8,0,1,15.0,0.0,0.0,26,37.0,1.0,1.0,3.0,2.0,2.0,,64.89999999999999,203.88,1.1,C,45,-0.5998897985482773,0.24102280427984404,-0.26352475741702874
ellisja01,2005,1,SFN,NL,131,,352,49,93,18,2,4,24.0,14.0,6.0,24,44.0,1.0,3.0,6.0,1.0,7.0,,134.2,112.3,1.0,OF,122,0.08697005543115344,-0.31253904561055595,-0.07283358498553033
ellisja01,2006,1,SFN,NL,84,,81,14,18,5,1,2,4.0,2.0,2.0,5,14.0,0.0,1.0,3.0,1.0,3.0,,30.000000000000004,21.8,1.0,OF,64,-0.9457975749390727,-0.8595727583762383,-0.911307648313939
ellisja01,2007,1,SEA,AL,63,,46,9,13,0,0,0,0.0,3.0,3.0,1,12.0,0.0,0.0,1.0,0.0,1.0,,14.899999999999999,35.9,1.0,OF,78,-1.0954596787643167,-0.7743443014702038,-0.9670135278466716
